gaussian,STA34_Cin,STA34_Cout,Kb,stochastic_ODE_z,stochastic_ODE_x
1.61104569,,,2.174138664,2.664392502,3.09989913
0.023681115,,,2.189630805,2.700457856,3.122829478
0.683263751,,,2.282824006,2.742827889,3.14377663
-1.774200355,,,2.432683096,2.793634711,3.161962968
-0.126562969,,,2.603719898,2.855780937,3.176294946
-0.237211895,,,2.755343505,2.933104292,3.185274532
-0.788272358,,,2.853849536,3.030513956,3.186995048
-0.726121779,,,2.880099891,3.153589463,3.179457309
-1.357755763,,,2.833013168,3.303986332,3.161795219
-0.148180422,,,2.729937294,3.468066932,3.136527131
0.35514271,,,2.602321534,3.615481538,3.109751867
-0.030419956,,,2.487627806,3.720647338,3.086473025
0.301112689,,,2.418175088,3.779515713,3.06742431
-1.454431646,,,2.413386412,3.80968039,3.051099962
-0.148677238,,,2.472729916,3.848038872,3.036938101
0.237695641,,,2.575347124,3.950164968,3.027815722
-1.377331951,,,2.683897689,4.18958328,3.032370876
-1.485562392,,,2.753201748,4.655251615,3.056048
0.707931477,,,2.736388287,5.405937757,3.055964194
0.146651476,,,2.598352966,6.690142065,3.054004226
0.486934053,,,2.325667707,8.203132589,3.048449201
1.33662479,,,1.930090027,3.907019278,3.050927478
-0.793300341,,,1.44833505,3.622146918,3.033041819
0.919454093,,,0.932185796,3.350196242,3.006607192
0.251277971,,,0.435931228,3.074073711,2.990207714
0.444236679,,,0.012441707,2.79228115,2.995716758
0.801376736,,,-0.297337927,2.528047386,3.019064892
0.69924875,,,-0.479379423,2.328918072,3.045064933
0.918943947,,,-0.544734245,2.26172409,3.066097473
-0.629133161,,,-0.525999832,2.410288389,3.088632126
0.198213305,,,-0.468287061,2.886038637,3.111903945
1.722773139,,,-0.418330668,3.906573802,3.097361407
-0.658520241,,,-0.414019168,6.727684813,3.103660215
-1.078715224,,,-0.470345223,7.019880903,3.108185648
0.803613392,,,-0.57515436,7.223935288,3.097848475
-0.384716482,,,-0.691916698,7.357400461,3.076008837
-0.900928853,,,-0.766251704,7.360681194,3.050877526
0.957657846,,,-0.741599472,7.145075247,3.030468647
-0.977263353,,,-0.56751421,6.557283068,3.038057592
0.231168332,,,-0.216627969,5.033317354,3.038998386
-0.431365417,,,0.305603204,5.268107647,3.029349803
2.705628451,,,0.959001913,4.304339799,3.037044586
-0.62530341,,,1.675055714,1.91696674,3.037648787
0.73823366,,,2.363987571,-1.357677382,3.050266259
0.76258412,,,2.931735619,-0.825123082,3.057982908
-0.887101714,,,3.296403817,-0.110615971,3.036082187
-0.115910681,,,3.402517028,0.869842534,3.051837638
0.101031535,,,3.232903491,2.147958294,3.039841066
1.933854672,,,2.810356549,3.278198861,3.051007991
-0.450995546,,,2.189518296,4.675227308,3.045797857
1.219110936,,,1.445359738,7.700636864,3.046136895
0.184965369,,,0.658903641,7.513392498,3.020759437
0.717504533,,,-0.090195862,7.313486053,2.994870956
0.790810381,,,-0.749946193,7.075463906,2.979280883
0.159978373,,,-1.282619427,6.773614616,2.984930703
-0.175487648,,,-1.68557571,6.393927729,3.009593145
0.43900364,,,-1.978380243,5.943603081,3.022696271
-1.68470658,,,-2.19238943,5.37215779,3.00241484
-0.25715096,,,-2.368894329,4.316499749,3.005424171
0.336413471,,,-2.53515651,2.455950025,3.015082823
-0.109240242,,,-2.706215517,2.943431177,3.035714493
-0.017903907,,,-2.877782882,3.67347586,3.019008066
-0.22989714,,,-3.029367262,4.720979277,3.027187883
-0.174745012,,,-3.132329228,6.05053059,3.01700823
-0.725132345,,,-3.148884407,6.893772005,3.029376703
2.73808119,,,-3.057974219,4.651751457,3.040937791
-2.224378638,,,-2.832766419,3.841127636,3.058109141
1.075542531,,,-2.471706326,1.568105519,3.0523792
1.001410934,,,-1.993578076,4.515699291,3.04997083
-0.513596656,,,-1.432790653,4.037656026,3.05089179
-2.511655525,,,-0.833325878,4.211707374,3.0610037
0.297345657,,,-0.248275887,4.419345004,3.083263961
1.3259933,,,0.294240438,4.674941106,3.109581649
-0.021060295,,,0.737381334,4.989693776,3.123144971
0.049066382,,,1.051489323,5.37586648,3.10969544
-1.543891659,,,1.241764037,5.851740229,3.086258834
0.384905179,,,1.323006927,6.330007937,3.093995859
-1.982506886,,,1.312246107,6.13271962,3.11816835
0.740988648,,,1.267777871,5.204361867,3.106622457
0.951430253,,,,6.643186278,3.105246262
-0.382200178,,,,5.969965264,3.107758234
0.908481922,,,,6.279425304,3.117661356
-1.466447161,,,,6.594728724,3.14333479
2.044723817,,,,6.886940445,3.16227221
-0.021859203,,,,7.099900015,3.161963891
-0.983938778,,,,7.136896678,3.150517993
0.696844023,,,,6.870788592,3.147566845
-0.688769981,,,,6.131672318,3.168895242
-0.701640812,,,,4.60903988,3.16546407
-0.813076923,,,,6.691846919,3.174423047
-1.161838934,,,,6.619807942,3.198421426
-0.709246934,,,,6.540932898,3.224754867
0.050068054,,,,6.456819359,3.251952729
-1.445948214,,,,6.371136909,3.2781661
1.97425882,,,,6.28752628,3.301540586
0.646668664,,,,6.20730603,3.320605001
-0.02144448,,,,6.128842514,3.334308866
0.152731792,,,,6.047396414,3.341781402
0.030954555,,,,5.954927519,3.341992561
-0.276494838,,,,5.839953751,3.333606381
-0.939387,,,,5.68659505,3.315578849
1.495371095,,,,5.471302891,3.289781816
-1.685941711,,,,5.159416935,3.26742108
1.499143043,,,,4.706939237,3.271579274
-0.696802322,,,,4.116332726,3.294351961
-2.570072268,,,,3.580628662,3.281808872
0.688778017,,,,3.693002797,3.255131698
0.169270139,,,,5.542513249,3.256472544
-0.320693283,,,,6.439165824,3.271956544
-0.105529215,,,,6.48672436,3.299026491
-1.051994418,,,,6.537449408,3.32625814
-0.431778085,,,,6.596296602,3.352908816
-0.01014615,,,,6.668086398,3.37785237
-0.475217823,,,,6.757397732,3.399273335
1.00987161,,,,6.868497935,3.414468252
1.399350573,,,,7.005281599,3.41999551
-0.071455213,,,,7.167340892,3.412919371
-0.317819899,,,,7.341409888,3.393607199
-0.99158993,,,,7.497742584,3.367385461
0.962150937,,,,7.599213895,3.34062031
0.35204251,,,,7.614258201,3.315109355
-0.822322813,,,,7.515421862,3.288708023
-0.721764102,,,,7.260891386,3.263348269
-0.051660116,,,,6.758512257,3.260503624
0.790150174,,,,5.942931612,3.27925987
-0.058272594,,,,5.247273305,3.257590285
0.315911564,,,,5.565237284,3.236643671
-0.744711662,,,,6.674244745,3.241914562
-0.943905352,,,,5.960768353,3.259516694
-1.15981485,,,,7.032932589,3.250014217
0.736953727,,,,7.734433892,3.229742129
-0.184212683,,,,8.637496978,3.238809638
-0.810596925,,,,10.00861379,3.231390968
-1.05956403,,,,10.82234257,3.250152481
-0.615494947,,,,9.940149954,3.254387359
1.320690131,,,,9.922907232,3.248550905
0.186165456,,,,9.907540439,3.2413584
-0.328842219,,,,9.893782609,3.232972155
-0.320595317,,,,9.881575792,3.223534332
0.277952536,,,,9.870982081,3.213185753
-0.716530905,,,,9.862073603,3.202068393
-0.335460286,,,,9.855000749,3.190328241
0.096734857,,,,9.84990232,3.178118402
0.97543667,,,,9.846906119,3.165599169
-0.433726414,,,,9.846128459,3.15293618
1.552632294,,,,9.84767086,3.140302119
-1.020671313,,,,9.851620756,3.127876351
0.745476939,,,,9.858047697,3.115846727
0.298661257,,,,9.867000637,3.104410869
0.860938909,,,,9.87850671,3.093776751
-0.704931826,,,,9.892575442,3.084160693
0.186620756,,,,9.909200529,3.075786545
-0.041358773,,,,9.928362546,3.068884412
0.248715178,,,,9.950034453,3.063688052
0.464185179,,,,9.97418967,3.060431002
0.229237267,,,,10.0008121,3.059341802
0.292160437,,,,10.02990798,3.060638376
-0.499014133,,,,10.06151753,3.064522488
,,,,10.09573311,3.071171109
,,,,10.13271812,3.080727491
,,,,10.17272824,3.093291119
,,,,10.21614143,3.108903466
,,,,10.26350166,3.12752633
,,,,10.31550737,3.149007722
,,,,10.37293474,3.173030326
,,,,10.43647406,3.199038314
,,,,10.50651665,3.226151421
,,,,10.58306148,3.253109117
,,,,10.66574424,3.278277944
,,,,10.75375718,3.299800544
,,,,10.84693191,3.31578702
,,,,10.94657711,3.324499669
,,,,11.05559717,3.324492802
,,,,11.17856242,3.314862269
,,,,11.32191112,3.295850978
,,,,11.49516895,3.270091282
,,,,11.7140703,3.244650192
,,,,12.00329574,3.232790276
,,,,12.39383789,3.247055294
,,,,12.9811664,3.267758977
,,,,13.97193707,3.250744985
,,,,15.01057464,3.266911977
,,,,14.31045967,3.277611155
,,,,14.82297031,3.301906359
,,,,16.01043205,3.290565064
,,,,17.64033609,3.28790911
,,,,17.67493883,3.264075035
,,,,17.66652884,3.240776506
,,,,17.62195083,3.216380733
,,,,17.54741713,3.190175381
,,,,17.44761176,3.16300775
,,,,17.32531119,3.137545132
,,,,17.18163337,3.118103547
,,,,17.01748598,3.109667045
,,,,16.83683179,3.115687602
,,,,16.65116859,3.135082716
,,,,16.47974537,3.161501195
,,,,16.33522199,3.187349078
,,,,16.21429752,3.20785638
,,,,16.11811639,3.221216181
,,,,16.07242563,3.228751569
,,,,16.13535787,3.236467523
,,,,16.39209513,3.254903239
,,,,16.86431976,3.278148502
,,,,16.80854504,3.279306714
,,,,14.14973569,3.29155377
,,,,14.06843013,3.300430678
,,,,14.02077482,3.304034748
,,,,13.99610248,3.304619708
,,,,13.9866637,3.303792724
,,,,13.9871596,3.302617845
,,,,13.99402405,3.301776723
,,,,14.00480663,3.301706493
,,,,14.01787178,3.302667322
,,,,14.03219055,3.304804245
,,,,14.04742211,3.308199361
,,,,14.06385468,3.312931563
,,,,14.08205617,3.319113307
,,,,14.10227503,3.326886813
,,,,14.12345899,3.336355667
,,,,14.14176473,3.347429944
,,,,14.14834925,3.359549803
,,,,14.1260333,3.371206895
,,,,14.04373254,3.378933044
,,,,13.84760671,3.375421671
,,,,13.46438371,3.353522193
,,,,12.93623555,3.338698297
,,,,11.8351515,3.35509413
,,,,11.05972396,3.356914731
,,,,11.99690869,3.339423434
,,,,11.934892,3.333997122
,,,,11.87002486,3.325517082
,,,,11.84208313,3.313377153
,,,,11.84659772,3.300369743
,,,,11.88009562,3.288845561
,,,,11.93898178,3.281046086
,,,,12.01953886,3.279132363
,,,,12.11831181,3.284852312
,,,,12.23302437,3.298981897
,,,,12.3644066,3.320750297
,,,,12.51906728,3.347271299
,,,,12.7151328,3.372468274
,,,,12.993933,3.384835994
,,,,13.39708057,3.370780661
,,,,13.74116965,3.346182755
,,,,12.86531344,3.32644655
,,,,11.20773529,3.320012926
,,,,11.31886922,3.300148291
,,,,11.45889931,3.274816077
,,,,11.65539768,3.248313314
,,,,11.94419941,3.232205197
,,,,12.3452993,3.242674229
,,,,12.86087162,3.266032754
,,,,13.60771929,3.254685109
,,,,14.37713765,3.267188705
,,,,14.70835237,3.292999172
,,,,14.99016271,3.304442176
,,,,15.05721373,3.299861574
,,,,14.54058783,3.309371592
,,,,12.53929791,3.311769756
,,,,11.36921326,3.295203324
,,,,11.5796542,3.268525187
,,,,11.80662793,3.246587307
,,,,12.0279832,3.239761457
,,,,12.26320228,3.251269301
,,,,12.593227,3.276419858
,,,,13.1570537,3.287518544
,,,,14.18349035,3.271992587
,,,,16.82308377,3.280352476
,,,,15.53075722,3.266318471
,,,,16.11148915,3.245712692
,,,,16.12461433,3.262587534
,,,,15.14238306,3.253179029
,,,,16.93130601,3.247100662
,,,,16.49777374,3.267165929
,,,,16.33699087,3.292190981
,,,,16.87389852,3.31631982
,,,,16.84166891,3.331741841
,,,,17.15901902,3.33323234
,,,,17.81367737,3.310838966
,,,,19.04124984,3.322656157
,,,,23.74594709,3.313755726
,,,,23.83611449,3.297505596
,,,,23.87540774,3.285824738
,,,,23.88448771,3.275926205
,,,,23.8762068,3.265997113
,,,,23.85706679,3.254957513
,,,,23.82941266,3.24211547
,,,,23.79290588,3.226931776
,,,,23.74516021,3.208916218
,,,,23.68150556,3.187660527
,,,,23.59918917,3.163103943
,,,,23.51685219,3.136324008
,,,,23.48915794,3.109055292
,,,,23.62054955,3.082148659
,,,,24.45327965,3.078157066
,,,,25.76861402,3.072380665
,,,,25.49360764,3.048655538
,,,,24.90888379,3.032306276
,,,,23.83989428,3.047410043
,,,,23.18643871,3.025399495
,,,,22.4437319,3.027640551
,,,,20.22917033,3.039465477
,,,,20.27331585,3.058771316
,,,,20.32667656,3.080769259
,,,,20.39315928,3.105354619
,,,,20.4816158,3.13198111
,,,,20.60815757,3.158851891
,,,,20.78947239,3.180932205
,,,,21.03725397,3.188594106
,,,,21.37078591,3.173563194
,,,,21.83251365,3.149395905
,,,,23.01207203,3.160060893
,,,,23.63485419,3.166280899
,,,,21.37910403,3.161601865
,,,,19.97238126,3.171990198
,,,,19.33325612,3.15053177
,,,,19.2339227,3.129452478
,,,,19.16244442,3.113840952
,,,,19.15685234,3.101280787
,,,,19.26186693,3.085447361
,,,,19.50901591,3.060925969
,,,,19.8477228,3.038812557
,,,,20.10921767,3.038348332
,,,,20.03434659,3.047864244
,,,,19.04480129,3.033203414
,,,,17.36561596,3.022819081
,,,,17.26182058,2.99822904
,,,,16.09716403,3.003314111
,,,,15.96344019,3.005398578
,,,,15.87535953,2.998398724
,,,,15.80417061,2.985210436
,,,,15.73768506,2.967257166
,,,,15.66956234,2.94543147
,,,,15.5947038,2.920556524
,,,,15.50731131,2.893736156
,,,,15.39966756,2.866857842
,,,,15.26538105,2.843289208
,,,,15.05477558,2.829748361
,,,,14.73313657,2.837531331
,,,,14.29951029,2.862674816
,,,,13.66842645,2.863704437
,,,,12.27215882,2.859288563
,,,,13.15695132,2.856621447
,,,,13.3298422,2.838563725
,,,,13.65836702,2.81254725
,,,,14.27966708,2.807799876
,,,,15.2611019,2.82031003
,,,,15.81048316,2.798917795
,,,,15.11579853,2.777463686
,,,,13.7282549,2.787394423
,,,,11.66869213,2.784554816
,,,,9.362660307,2.765933797
,,,,9.605780287,2.739345621
,,,,9.823352406,2.718635759
,,,,9.978669718,2.71094485
,,,,10.01916075,2.71192278
,,,,9.863445429,2.70870978
,,,,9.388112794,2.687010569
,,,,8.368324622,2.690008349
,,,,7.40873198,2.678877119
,,,,8.246345721,2.674954246
,,,,8.102782161,2.689154068
,,,,7.939850161,2.691132293
,,,,7.741989348,2.678575159
,,,,7.465973438,2.653811226
,,,,6.997143051,2.635836396
,,,,6.11906284,2.654142182
,,,,7.98678381,2.654449829
,,,,8.056538603,2.656265938
,,,,8.137857045,2.664308745
,,,,8.257376757,2.679741914
,,,,8.470073579,2.703677336
,,,,8.895132257,2.725932537
,,,,9.664296573,2.711883754
,,,,9.326809588,2.685850884
,,,,8.89222436,2.67635786
,,,,8.328461876,2.698666096
,,,,8.012035827,2.710955618
,,,,8.415294598,2.713333563
,,,,9.225844326,2.704409485
,,,,9.365514595,2.68258254
,,,,9.474812568,2.656246795
,,,,9.580767524,2.629185808
,,,,9.736027491,2.605180551
,,,,10.00783934,2.593843745
,,,,10.44324367,2.609375384
,,,,11.18399486,2.623945844
,,,,12.47209311,2.619395147
,,,,10.76801733,2.635959142
,,,,12.17526128,2.62717451
,,,,10.98342399,2.627145323
,,,,11.12833246,2.625470634
,,,,11.94692649,2.606286477
,,,,10.97294782,2.603168701
,,,,11.03497104,2.602820985
,,,,11.09578452,2.597261535
,,,,11.15680781,2.586744106
,,,,11.22034488,2.571559329
,,,,11.28795703,2.55207948
,,,,11.35962965,2.528937946
,,,,11.43593226,2.503127978
,,,,11.51843075,2.475998623
,,,,11.60860396,2.449338018
,,,,11.7057106,2.425387677
,,,,11.8059609,2.40652765
,,,,11.90425157,2.394615377
,,,,11.99578945,2.390430702
,,,,12.07629004,2.393598941
,,,,12.14097539,2.402838062
,,,,12.18477075,2.416330066
,,,,12.20284922,2.432093942
,,,,12.19115979,2.448098144
,,,,12.14872824,2.462151637
,,,,12.07860866,2.471837676
,,,,11.98815148,2.474795229
,,,,11.88931134,2.469607708
,,,,11.79811675,2.456678394
,,,,11.73467868,2.438231805
,,,,11.72373842,2.417417994
,,,,11.79893616,2.398280229
,,,,12.00600943,2.389450696
,,,,12.27872711,2.400664095
,,,,12.61879748,2.426185808
,,,,13.19322387,2.435155404
,,,,14.10798583,2.417453637
,,,,16.13691285,2.422648273
,,,,16.87727187,2.416384813
,,,,14.58993617,2.424031265
,,,,10.47254863,2.440311774
,,,,10.60277599,2.467215022
,,,,10.74781905,2.490361899
,,,,10.92666645,2.503779594
,,,,11.14663155,2.501020106
,,,,11.39988286,2.480964384
,,,,11.60240435,2.454156253
,,,,11.63912232,2.429457406
,,,,11.41324723,2.403128255
,,,,10.79306025,2.392716435
,,,,10.60231836,2.416445238
,,,,11.76152683,2.405138095
,,,,11.75511584,2.386372629
,,,,11.74537932,2.367117748
,,,,11.73080075,2.347147906
,,,,11.70998323,2.326184861
,,,,11.68151573,2.303945986
,,,,11.64363002,2.280200766
,,,,11.59362447,2.254859047
,,,,11.5271733,2.228147221
,,,,11.43917045,2.200986854
,,,,11.32409328,2.175632829
,,,,11.17582215,2.156334841
,,,,10.99446958,2.149087187
,,,,10.83719087,2.156664598
,,,,10.83562738,2.171567708
,,,,11.18952646,2.17380485
,,,,13.21500819,2.160588619
,,,,12.8549519,2.154657318
,,,,11.93484308,2.172927595
,,,,11.18463461,2.152982546
,,,,10.63542848,2.157726981
,,,,9.858023774,2.1728202
,,,,8.982263368,2.153607947
,,,,7.910590524,2.169254618
,,,,6.631436446,2.157063026
,,,,2.697794529,2.160408111
,,,,3.733456302,2.150098945
,,,,3.52488231,2.125204687
,,,,3.447189653,2.098112404
,,,,3.615481791,2.071164714
,,,,4.215022476,2.061797714
,,,,5.411841944,2.072025417
,,,,6.169194365,2.074266418
,,,,6.067118544,2.084158515
,,,,5.960777363,2.085374558
,,,,5.852048018,2.077517031
,,,,5.742033115,2.06136347
,,,,5.630528026,2.038745277
,,,,5.515765137,2.012332009
,,,,5.394268678,1.98547878
,,,,5.260712665,1.962223144
,,,,5.107837084,1.947297496
,,,,4.927453356,1.945578772
,,,,4.714366328,1.95965775
,,,,4.474042987,1.985099715
,,,,4.225294531,2.008770186
,,,,3.98630708,2.017360072
,,,,3.758892198,2.006908485
,,,,3.528313567,1.982937154
,,,,3.267531641,1.957657779
,,,,2.941613458,1.948730832
,,,,2.548549517,1.966836638
,,,,2.091236869,1.988305157
,,,,1.389722861,1.974246812
,,,,-0.236560094,1.977784435
,,,,-1.137863166,1.977055161
,,,,-1.216187353,1.991393412
,,,,-1.298342786,2.011041093
,,,,-1.385234774,2.034921639
,,,,-1.478060658,2.061470361
,,,,-1.577993542,2.088539192
,,,,-1.686528668,2.113406338
,,,,-1.805694583,2.132879968
,,,,-1.938407236,2.143581999
,,,,-2.089237355,2.142565254
,,,,-2.26555491,2.128507245
,,,,-2.477385629,2.104000886
,,,,-2.735969318,2.078815341
,,,,-3.053743635,2.069883141
,,,,-3.450543723,2.087613206
,,,,-3.970767519,2.107492363
,,,,-4.782163395,2.089724364
,,,,-5.563278751,2.105951359
,,,,-2.240485766,2.103788594
,,,,-1.995215232,2.094126963
,,,,-1.733694453,2.104865594
,,,,-1.40019555,2.130166769
,,,,-0.879047736,2.142106572
,,,,0.035119158,2.123223706
,,,,1.949756732,2.127342326
,,,,4.82063562,2.137896812
,,,,4.989539874,2.146182337
,,,,5.22213935,2.137963522
,,,,5.506067073,2.113997061
,,,,5.769338327,2.0900558
,,,,6.013134335,2.081009118
,,,,6.351516098,2.094017411
,,,,7.05411329,2.113849299
,,,,7.350293856,2.090386096
,,,,6.97207109,2.077467885
,,,,6.469354561,2.095606029
,,,,5.80601376,2.105935758
,,,,4.931471347,2.087059826
,,,,2.812407415,2.092214043
,,,,3.605498955,2.072532889
,,,,3.618989478,2.046973962
,,,,3.615468769,2.021567064
,,,,3.595052688,1.995812748
,,,,3.557963297,1.969363304
,,,,3.504185273,1.942266787
,,,,3.434266876,1.915164039
,,,,3.350696229,1.889474282
,,,,3.256384743,1.867271629
,,,,3.153955333,1.850909362
,,,,3.046352521,1.842481995
,,,,2.937646424,1.843173466
,,,,2.833620033,1.852780726
,,,,2.74180059,1.869691086
,,,,2.670699557,1.891503222
,,,,2.628670773,1.915906348
,,,,2.622882205,1.941187636
,,,,2.658585579,1.965960561
,,,,2.738639476,1.988229345
,,,,2.863070958,2.004357268
,,,,3.028197203,2.009208005
,,,,3.224733812,1.998977885
,,,,3.435553128,1.975925966
,,,,3.639485673,1.949309712
,,,,3.825817914,1.92936894
,,,,4.006975244,1.922317635
,,,,4.221378817,1.931300827
,,,,4.538627206,1.955217458
,,,,5.079301529,1.970438786
,,,,5.898204143,1.949851412
,,,,7.849091266,1.949957012
,,,,7.634912007,1.929995427
,,,,7.537225888,1.903599804
,,,,7.56081684,1.87653271
,,,,7.713072493,1.851602302
,,,,7.994654153,1.839107433
,,,,8.407303021,1.853307868
,,,,9.019583675,1.872840049
,,,,10.87636791,1.869718946
,,,,11.22733622,1.872015718
,,,,12.2956799,1.86065924
,,,,13.15791096,1.876520723
,,,,13.18477021,1.86357307
,,,,13.58543654,1.841596285
,,,,14.92740035,1.845510359
,,,,13.90108297,1.856949367
,,,,12.88848367,1.856925695
,,,,12.61374772,1.874916761
,,,,12.29352491,1.900694787
,,,,12.09429659,1.915185822
,,,,12.04303928,1.919875691
,,,,12.24742363,1.929147005
,,,,13.28225813,1.945186469
,,,,13.43752343,1.91882333
,,,,13.45434972,1.891942738
,,,,13.47367083,1.864843602
,,,,13.4968672,1.837601273
,,,,13.52637554,1.810347621
,,,,13.56661421,1.783364215
,,,,13.6254136,1.75730515
,,,,13.71778592,1.733826496
,,,,13.86160395,1.716890662
,,,,14.0730961,1.713620674
,,,,14.36555086,1.729877722
,,,,14.760052,1.755092434
,,,,14.97962005,1.759909988
,,,,15.22320019,1.753341807
,,,,15.36203789,1.731506882
,,,,15.38746366,1.705932005
,,,,15.23140334,1.682792438
,,,,14.79332182,1.67941367
,,,,13.98743224,1.699340452
,,,,12.00849032,1.691576036
,,,,11.90824994,1.687604515
,,,,11.87357985,1.677976093
,,,,11.91291571,1.668488628
,,,,12.0294296,1.665487096
,,,,12.22995875,1.675490414
,,,,12.56821723,1.699751661
,,,,13.16253664,1.711174787
,,,,14.06182376,1.692839225
,,,,14.85304933,1.712962214
,,,,13.63755699,1.725914576
,,,,10.92001946,1.721802615
,,,,10.98144272,1.726046477
,,,,11.04659089,1.72485524
,,,,11.10902741,1.718216748
,,,,11.15974166,1.706938944
,,,,11.18744883,1.692614359
,,,,11.17992572,1.677484949
,,,,11.12218657,1.664658768
,,,,10.98621418,1.659375423
,,,,10.72070662,1.670117356
,,,,10.26238437,1.695086633
,,,,9.63436489,1.691535615
,,,,8.506810384,1.678863609
,,,,6.752519591,1.690739301
,,,,6.586466029,1.713713475
,,,,6.318243412,1.740019107
,,,,5.912230668,1.749979337
,,,,5.318019245,1.728643782
,,,,4.540249818,1.734624124
,,,,5.799380933,1.743257017
,,,,5.778215376,1.727104517
,,,,5.653614421,1.706436855
,,,,5.430580533,1.680057006
,,,,4.674023311,1.66370158
,,,,4.389978757,1.68648959
,,,,4.715599344,1.712629114
,,,,7.007820117,1.712123106
,,,,9.268039396,1.696888769
,,,,9.322015753,1.675037492
,,,,9.355365347,1.65110537
,,,,9.355814783,1.62646543
,,,,9.311705367,1.602673684
,,,,9.215009853,1.582413743
,,,,9.064681149,1.570579895
,,,,8.863721378,1.573227924
,,,,8.607760205,1.592520811
,,,,8.268668231,1.61818242
,,,,7.769160106,1.621208791
,,,,6.8824679,1.603916729
,,,,8.74566415,1.612855861
,,,,8.743657938,1.632474363
,,,,8.743835354,1.652152033
